dep_time,origin,destination
36886.8,62059,42598
42600.4,212538,46413
40211.7,6497,47018
36561.4,87080,205097
41456.6,210301,175612
39774.4,212533,65055
24723.5,206405,183835
20724.0,10151,123388
23605.3,214063,120665
26811.4,215098,208495
39957.3,58438,6203
34632.8,104455,86051
25020.8,18198,202722
25033.9,168160,133537
28071.9,221160,140565
26345.0,7235,30236
40101.4,68475,46810
32630.9,69590,10028
20731.7,113918,90619
36359.3,82228,114398
33276.5,134066,30315
27706.9,151149,49828
24419.0,185803,114309
18042.6,211421,141151
35308.8,194497,193210
34899.8,95478,113062
19763.3,174125,86559
33703.5,173903,222302
21140.6,78727,132939
25794.0,107057,85506
28140.5,77504,145335
21207.7,110217,174307
41697.2,177554,196118
40750.7,161353,149187
25583.9,143638,218556
18010.2,75212,55098
28833.2,152039,159032
34498.6,121893,115811
29142.4,56020,134001
29924.3,208673,192927
22276.2,22228,74392
30989.4,165921,162335
26446.7,214544,196906
23918.7,81374,58888
38325.4,38627,6402
19164.6,124554,160241
39413.4,19091,119384
28443.9,165089,150908
22899.8,182545,100657
30458.3,63959,38684
34532.7,1453,196860
39683.1,27941,204058
28713.7,46107,210792
42140.7,135779,121778
19265.5,65325,222386
21058.2,34954,210086
29709.0,139233,146518
33005.4,197984,116017
33438.8,188553,132324
28753.9,143621,116893
40609.6,194944,124433
29341.8,197073,64812
39164.5,72695,200753
37597.4,127034,164298
24029.0,115309,20311
35981.3,61471,71228
26463.4,141597,21122
21487.0,60623,100410
35487.5,185183,56086
19618.6,106849,86738
31673.8,108992,16322
23212.2,110138,102099
40801.9,153112,182327
18492.2,200696,150913
27585.6,1545,92211
25525.0,102232,219081
28559.3,195956,192579
31762.5,158139,57812
30303.4,71548,114251
30238.2,101936,88114
34855.6,209228,105989
36249.4,220333,122523
41172.4,163120,140017
18679.6,103290,155161
32222.7,7104,22006
34197.3,35572,121031
22579.6,68198,99379
26249.3,119196,85680
26505.0,99385,72943
36950.6,218083,110510
24357.2,21471,123288
18488.5,141405,13653
43197.7,91740,58778
34383.6,204795,170853
19014.5,8134,64823
23023.9,5342,162879
21840.0,33088,124141
34870.4,147841,57138
29718.9,67172,201037
27296.2,158831,159186
42286.1,188313,30024
37600.4,42930,81536
20724.1,6731,81777
32510.1,98384,103980
41725.1,51990,19922
32920.9,217729,164427
24119.8,182764,202501
25599.9,179374,157394
38299.3,208726,148355
37722.4,91017,139655
28795.1,97142,18076
30750.2,89451,3316
39409.3,215569,128503
20659.6,94945,166614
40467.7,120517,185416
21855.4,46173,192360
31148.0,170513,70800
33521.0,141078,203067
30184.1,114183,216461
36421.9,70358,84490
39463.2,217771,22718
25029.0,118175,63927
36912.0,149382,159994
34838.3,88184,7523
30456.5,85200,47668
30286.3,93015,209146
24510.5,73310,156278
35669.8,72422,145697
18255.8,50084,22442
24082.2,106542,128077
31990.4,62999,181039
29997.5,186605,128665
29294.0,4520,24393
25414.7,106011,181347
24131.3,174053,152451
27299.3,145089,139177
26662.7,195542,144281
26335.9,184249,118946
24827.1,65903,60434
21040.5,50484,82719
21012.8,140473,199803
35392.1,50211,56723
36612.8,72482,189945
32857.6,199283,137530
33039.1,26352,218268
22891.8,59633,94602
22521.9,3708,185602
31460.2,71909,11931
42552.2,145059,76581
35574.9,33103,167213
39885.2,128680,26892
39992.5,150487,74537
29828.8,115466,89314
22646.0,13468,66185
41714.8,125233,29907
38717.3,105043,128908
19866.9,165005,179949
19350.9,39111,212636
32183.6,79648,22329
43046.7,31051,146295
37264.0,158942,156271
37926.7,59162,203343
31168.8,118099,116056
25493.3,154278,112415
25695.6,162798,15789
33362.7,194009,26013
41879.3,54470,163975
23317.8,173127,21282
21957.8,45564,144701
19891.6,701,107090
29352.7,155664,123184
25339.7,60680,75524
35815.3,184283,119021
19793.7,61190,69351
37853.3,163855,154609
34661.8,51857,111447
20892.4,58932,169773
21754.5,69633,216696
21584.4,15633,43495
37974.2,155987,196334
38770.9,75657,115121
21133.7,180532,79715
35633.3,71367,131195
31607.5,114755,21087
33070.5,113253,192553
26122.5,65632,6780
20301.4,176763,219141
39685.0,153910,5438
43189.2,176234,215330
24791.7,10546,200044
37058.0,123338,136043
34418.0,72917,47576
43123.0,114264,166405
38519.0,23918,123210
26768.6,87374,84163
34887.4,42159,86456
28373.5,129884,75554
34697.1,104976,213271
37164.6,9619,119229
20219.1,66164,84744
20921.2,202518,105952
39795.7,216249,301
34573.0,142237,121104
28413.8,49173,135905
27116.8,198297,130676
33760.3,199226,13529
23129.7,143974,34344
41377.4,114849,183042
30214.7,7567,165156
33343.6,62730,186065
21991.1,144399,3584
31916.7,24434,58903
43004.9,29743,120965
41865.9,169793,218141
21880.1,187853,76509
30823.6,71676,108918
39035.0,123789,63892
29511.0,37917,100554
22803.4,157123,133232
36806.6,35784,18300
24961.4,207095,108774
26564.9,206495,133100
24732.8,672,74144
36296.5,219539,153862
32614.1,172999,128356
39804.6,117059,141185
30205.4,87147,144681
37224.4,98883,119365
41507.9,49454,182845
24017.9,100393,61226
39571.5,107682,11441
26018.0,123987,184871
41018.4,99937,101208
42908.0,207721,215154
34430.9,39873,129847
42313.6,33094,131672
42326.9,87030,26309
40029.6,115423,26138
31254.0,119780,4023
36205.6,107473,171646
42442.9,19615,123074
37694.4,69474,88751
33706.1,104197,170350
20023.9,86131,176778
39655.4,99617,83010
33795.3,199072,127912
39984.1,9410,161863
19724.2,165455,179411
41207.4,59634,195760
20277.6,25806,199326
33970.4,26347,116307
22192.4,78503,7588
19159.0,208704,14711
25392.9,98262,112901
21668.4,139242,108016
32261.4,207754,47200
22283.6,20701,159774
39945.2,162453,179079
24068.9,152871,37517
23851.1,167222,66578
29581.2,174808,2463
40652.5,121963,75400
35075.8,41412,19362
29131.6,90587,154028
25538.7,111230,180961
24302.5,221591,79199
23020.3,100845,126670
20687.7,99972,149926
27045.8,77561,183311
25439.8,217589,172550
27974.3,2122,148354
39799.7,204029,195210
42534.8,158965,195342
30517.5,75024,203355
38131.3,159138,210221
26878.5,166885,49841
33646.5,177671,198070
36167.4,172800,178482
39126.1,164691,25470
40765.8,169434,10334
25785.1,115559,8746
32605.3,191983,34448
20271.4,77361,85647
36836.5,46042,52637
21330.4,141402,95907
31377.5,71441,217703
22146.5,216187,126313
42378.1,77369,195706
39934.0,210824,30191
29802.0,19739,36898
37004.6,59143,177294
36250.3,104179,221706
38275.6,95885,23672
37925.2,3648,69326
31521.6,119219,96622
34955.3,176250,68724
32730.9,215591,167391
41695.4,28402,176904
23892.3,6560,162410
40282.7,147169,85984
41064.4,58030,169778
19593.1,215968,121704
40916.6,79217,170194
28289.1,36641,11887
41845.8,79787,129138
20926.2,61551,140914
21418.7,118919,97258
34896.3,194809,182579
41838.5,109871,153967
36705.2,40507,108759
34504.0,218547,128279
33514.4,73332,8576
35395.1,56955,116230
29206.3,61895,95075
20503.7,179746,96294
31720.5,169037,94024
19525.9,72320,49757
42398.8,222306,216056
29458.9,173740,55602
34171.0,156538,5598
19274.6,87427,63850
42918.3,206301,148000
23171.2,217531,200581
31966.0,153716,56610
38488.9,61079,86129
37514.1,206738,156233
18071.5,37929,34076
31613.4,209325,45743
20770.1,6758,34551
18374.5,207089,206682
23995.9,84874,4136
22391.0,13736,33228
36691.3,137910,29792
36790.8,124845,117512
37606.0,134542,155625
20748.2,132078,58077
41824.5,11367,190642
37737.3,172727,136695
25601.1,168647,8165
19532.8,125562,222114
28120.8,179856,28301
30354.8,116277,19265
40661.5,84439,159461
21738.0,33080,72093
33732.8,153449,143748
35946.3,99851,156602
31370.0,118938,132527
33256.8,25999,207905
35684.8,171629,170633
40118.2,144529,188963
39810.4,112740,118372
40379.9,108478,88848
38851.0,104524,109049
36386.2,81932,111873
25875.6,66817,98120
42030.5,180046,124326
19691.8,218044,22377
20349.4,25313,195189
36617.7,212800,34108
32020.5,153738,147216
32154.4,175639,32042
28352.4,174415,196682
28658.0,189021,13486
42403.6,157393,81906
26861.5,151497,133015
23361.0,172159,126403
23651.0,28368,91780
39303.4,96353,30116
37217.7,150496,59286
38342.0,221552,147053
42558.6,214545,162981
33462.0,168479,145945
18661.6,172446,217438
35475.5,7589,47294
24886.4,199861,80998
41222.7,92018,1600
22571.4,37552,148457
34565.1,18241,37191
36672.4,8036,24053
36802.0,56395,98617
28579.8,89363,41263
27325.3,189162,85035
37576.3,148791,156296
20140.9,13791,40784
21966.7,161962,13044
34984.0,71330,116159
34680.9,127313,159141
29139.5,71609,56510
37024.6,29836,90484
28833.8,74251,177790
35097.9,127567,138132
34811.7,11905,57807
27960.6,157109,14360
18193.7,79015,55373
37337.2,200320,66982
25294.1,31453,2026
30534.1,112893,46057
21255.5,139613,184463
23798.8,146466,218458
34834.8,92842,18894
28006.2,194521,11089
28992.7,120521,20411
39725.2,150931,112534
32449.7,185990,167809
28525.9,30192,106176
18525.6,85136,45055
38193.3,162037,120611
38967.1,94857,23102
29005.1,27751,63783
28979.0,104975,137353
19981.9,81336,195508
26555.7,87311,204241
22236.9,133820,165996
20873.5,133680,50830
40829.3,91586,92038
36330.0,214682,169199
38538.9,61936,26949
21690.4,51713,45481
33180.5,199285,199007
34518.8,46437,202597
33824.3,121622,197773
32206.1,151904,117677
35164.6,147978,168556
34009.5,163714,84727
39779.0,164421,82873
21804.1,17900,122924
29143.6,79382,208753
24921.8,14725,92259
30784.9,81371,121043
29388.2,14913,96662
38958.8,20114,168995
39779.1,23670,161220
32970.8,100789,121297
32624.3,207570,193703
40576.1,117894,212288
32405.7,49345,84286
33246.1,131430,39547
42134.6,118101,27132
38436.4,219513,90030
42756.1,22106,132264
34282.4,10260,64944
35832.1,115191,137381
31173.3,41614,95393
27395.9,74158,101558
28301.0,88700,177968
33066.7,206891,165383
34312.1,17278,86426
20381.5,177833,101335
25160.5,189722,223232
34545.4,157994,39419
26400.7,152761,173961
21564.0,91703,81325
42386.0,183102,173574
27877.3,155986,185816
41637.7,81155,146518
27492.3,207529,86108
38492.3,175666,184242
38889.8,193665,179677
40993.7,24498,169351
34895.5,133297,94851
18459.4,80967,47254
41969.5,89583,200843
30254.0,59386,36061
21904.6,77540,221361
37860.6,133087,202080
31602.2,193631,138027
18951.2,88280,200882
33574.4,156564,98754
21887.2,47407,217932
35459.7,163771,212085
40746.9,189053,114733
19101.0,95498,177304
36133.6,116444,160063
25180.2,196224,205468
29313.0,139987,62696
25798.6,211975,205617
29819.2,218919,50860
27269.6,149532,115499
29634.3,73864,203980
27623.2,138270,109749
42350.0,214143,52349
38191.7,36280,65536
19314.9,125983,97311
31974.4,26893,186489
39316.5,223128,32683
25183.6,200046,42024
24874.3,134572,38626
38942.4,24042,58205
38580.9,91641,6991
28455.4,103928,131598
27423.8,101231,21392
27447.8,7389,83541
41456.8,219985,187355
34379.0,207455,38285
21467.5,75203,217517
29905.9,217870,36383
37122.8,122974,117598
33506.8,20768,4981
24449.3,218880,39195
31829.9,190640,159614
31299.8,29146,203468
25260.2,78944,31941
19203.3,110054,167497
38006.3,119829,16464
20793.6,131027,156431
31508.6,165663,135102
32491.2,188362,37637
25340.1,410,161168
26891.0,149596,109200
22720.3,175168,22443
31191.8,94530,17741
42025.8,142627,132992
37817.6,133070,145267
18512.4,123243,11412
34018.9,97858,66492
36832.4,93610,206705
19702.5,63209,192136
34559.0,27174,202244
32664.0,198358,87167
21361.9,92353,143134
26531.4,168505,45898
38925.7,179485,121798
42716.6,125444,165605
22593.4,35350,16541
36044.3,119977,9695
25394.8,11483,207384
23026.6,10985,82731
41520.9,135104,104392
42925.9,142352,124098
24383.5,197470,169581
22815.8,93578,204692
19204.7,171896,87012
24885.1,209542,96474
29011.2,104863,194853
29081.4,101356,88876
42537.8,130076,181421
30537.6,209005,136125
24721.4,21656,190600
28697.4,112881,157929
43076.5,47305,142992
25402.9,26895,20989
26263.6,77500,80346
29237.1,188131,111703
22199.4,116367,92155
29267.7,190530,92421
33494.3,114017,71973
34114.6,207481,15036
19891.0,167120,106485
27155.4,210002,196581
35121.1,8163,37428
39386.5,177756,204816
29042.0,33090,17624
23947.1,169125,96030
27126.2,148699,8489
33248.4,178012,117944
41910.4,97521,116376
37229.7,150450,36095
31342.4,104342,82414
34368.9,65434,29739
18653.0,48771,130821
31047.2,147239,30870
24596.8,68233,184559
29246.1,160399,74862
35488.3,128765,52475
21090.5,19412,118500
22350.9,187005,116683
43131.0,212471,178763
42382.5,83778,175070
26755.1,17023,144178
31662.7,78631,223179
21969.1,186007,183558
34070.0,208062,94763
30820.6,31814,52685
37960.1,62058,207191
30449.4,94606,145233
32421.4,122527,210675
42771.9,34018,160418
40283.0,17235,81078
28033.6,187939,188447
30062.4,107687,201631
28317.7,150706,19333
21158.2,83106,168385
19869.0,122115,178286
31037.5,33642,217331
37662.6,167718,154084
22585.5,33825,113408
30672.2,14526,217944
21128.9,40112,79724
22149.4,84583,185947
23681.9,136025,74461
39317.5,65694,51459
34003.4,144399,71945
21154.3,79383,161068
31443.6,131746,168031
22249.6,152212,40421
22314.3,163703,188909
40730.4,88504,220864
41283.0,10798,216330
39767.3,21292,11917
41903.4,202118,151197
24669.3,55262,201053
32417.9,162033,167507
18763.2,164407,143019
25299.7,79192,126601
24170.9,211641,179566
28233.5,118893,19129
35353.1,41439,115239
28473.7,121750,53483
26572.9,37661,81941
39709.4,83706,192466
42898.2,90536,104521
21295.3,97134,134998
32153.6,83654,63370
29755.1,70116,117858
24247.6,25378,13265
25313.3,100702,161317
28537.0,41864,213248
26251.4,151437,189039
25880.4,200047,41770
30556.3,134932,122372
30568.7,80882,130382
18584.0,103086,132499
29522.2,63105,56398
32700.3,12755,13248
25090.2,156635,220947
34487.4,123361,74907
31524.6,222081,28179
28859.4,69329,190711
27217.6,105710,95928
19140.1,13410,149495
32157.8,95033,145024
25272.8,101279,132187
29348.9,144141,73327
38797.8,163379,178362
33398.3,33728,25344
27926.4,208377,88889
32057.4,95841,197909
21635.5,157932,133463
28115.0,10552,11876
18980.6,187063,87304
38259.9,136139,119796
21753.3,135136,36642
26264.7,160712,83500
22095.1,161611,193808
39233.6,155641,88178
30784.3,133618,139549
30344.1,147567,78588
29967.3,4361,96562
26347.2,28732,109193
32709.3,208864,190139
39976.9,164956,6985
33042.1,69607,171859
37729.2,203466,151643
32556.4,189110,13462
32704.8,44698,137424
33851.4,162460,203058
39197.4,38738,215393
35154.3,8276,150095
41894.8,28808,50012
18477.2,82232,109780
21816.1,181010,53448
28341.5,203154,160295
41197.1,222396,192895
36330.5,185014,36197
31070.8,147033,85209
43152.7,125402,137750
27496.0,45398,120498
40985.5,89738,143202
26928.0,202372,188986
35154.8,210672,181747
24661.9,126924,50400
42124.9,73139,146299
25522.2,78017,202158
25282.9,54336,180942
35765.7,83110,125777
26789.8,208510,189179
24891.1,31948,150333
35050.9,99534,103424
38623.1,202654,210925
21691.2,11027,75400
42073.9,20717,90797
41285.0,171959,67225
36832.9,56095,52970
38864.4,71075,147329
35543.5,35985,28633
33515.1,153834,62726
24109.9,175592,139209
23686.9,61036,13760
20525.0,86584,188051
29904.6,178570,202051
21464.2,144271,41403
28254.1,124701,125160
34393.6,198157,75299
26093.4,169318,15509
40880.0,23451,170996
32468.2,140286,193642
36222.6,9777,45892
28530.7,219573,46081
41534.8,9526,219205
28004.3,129861,48840
41602.5,75882,9821
18233.5,148887,158015
20704.0,87829,74596
29449.6,168116,142422
31212.8,35179,223100
30706.2,71522,50544
38382.1,86686,42596
36424.2,169944,67440
36108.7,3692,193099
26495.2,77338,148840
34994.9,50636,46004
33396.1,167438,106296
38840.1,135077,85964
20185.8,175441,25004
22656.5,36860,125161
26154.8,65024,1790
24571.8,61740,117109
36994.7,86409,79153
32678.0,150176,2997
24591.1,94254,181605
23954.8,175056,30991
29728.0,41868,106277
35289.1,184433,201809
25836.6,30779,167434
41086.5,77342,96349
33488.6,57443,35014
30050.2,119269,196014
42918.7,97943,109011
35688.9,123424,198534
31545.4,174088,216427
23504.0,64871,178347
37019.4,206404,21461
31242.8,138457,184488
27117.0,147893,29414
19556.3,143562,132510
23094.4,140682,39282
22146.3,136404,115825
20929.2,53844,187935
32695.3,23839,133791
29226.2,14584,118864
21325.0,108901,119746
32210.6,146485,121209
34953.7,80784,189603
18548.6,66704,214028
18076.0,57121,151600
19840.3,111069,90316
35649.7,141862,15795
41551.5,18092,123750
18799.7,107182,47181
37378.1,200757,168171
42654.0,169313,110195
27436.4,100264,117581
39914.4,98958,98473
20022.3,173484,141374
21351.3,91165,31098
22497.5,140839,103037
31326.8,190803,58376
39037.5,198227,5959
42658.0,121373,176553
36121.2,111182,139443
27557.8,60205,64883
29607.8,40664,72259
22749.7,190060,200668
20843.7,212199,173066
28564.9,200816,4101
24064.8,17639,26449
32967.4,117031,156705
34935.0,12760,64155
36661.6,105451,115071
23905.3,56955,197757
39766.0,14796,36735
30698.2,75828,61384
38557.8,191762,151023
26036.4,156740,202516
34947.8,84060,62102
25604.5,37554,173070
31135.5,108412,78774
24933.9,145940,155101
40168.8,45910,164100
35104.5,145712,129924
19181.5,90286,168641
34917.8,205993,137484
26032.1,109137,107022
21760.3,98686,48202
37011.3,124130,63168
39403.4,78836,185487
21637.7,121379,15105
32172.1,109185,146089
31355.8,101821,63663
24425.9,86576,169530
19992.6,117908,222070
27351.2,140413,189945
38901.0,13510,70375
27504.6,158589,158052
18996.6,19079,49325
38277.2,154031,189872
34920.6,56889,125670
23264.0,87284,79478
42116.9,4019,55524
41616.4,194373,30753
36821.4,197743,125546
41043.9,182354,158440
35735.0,103974,62739
31912.4,203296,74202
27592.7,139893,170058
27053.3,68566,94278
30923.0,130358,122160
20484.9,189376,123074
37193.1,83947,53248
27341.8,108509,11984
32175.6,58005,194314
21677.3,68360,145047
41555.9,151818,188746
28523.0,39953,51430
26312.6,99572,149366
39000.7,130888,144347
34496.1,179528,88490
24484.6,215375,128089
42356.0,168216,193880
30363.0,44101,192091
38033.4,44371,36689
36151.9,128009,48247
41105.9,142117,168246
42122.4,137348,8866
39144.5,19485,214432
34839.0,200366,1673
28392.3,220868,165334
23832.1,185380,39591
18230.4,132574,119540
27404.7,161961,167176
34802.2,161616,126669
34614.0,4123,1733
31411.8,107829,3106
18421.5,189318,72021
31500.6,75153,4493
30655.8,182939,176693
28850.4,46993,28053
41134.8,137464,39032
24072.4,162471,138007
24360.9,92914,70077
38032.4,20714,97793
42174.3,120323,148111
24128.8,182776,59207
25559.4,217071,222263
20031.5,170365,199120
18798.4,106241,99421
27504.7,124781,14710
34046.1,184246,44927
20083.7,221598,113746
34251.7,86840,148335
42628.7,24998,138453
41162.6,60231,55421
40712.1,181479,148579
29982.6,12205,19489
35247.6,73498,142352
32200.4,8625,47016
41404.9,82440,4104
42229.0,153887,37798
36956.8,186833,215194
28037.1,20168,78453
22093.7,63038,148555
39033.2,102015,177480
40592.4,86960,100622
37041.4,36687,207224
42909.6,189835,20559
30620.0,90664,14076
20461.7,60855,219853
19915.7,158641,201590
33469.4,156135,103993
42416.8,85557,7766
33979.9,205402,118109
30363.2,93273,144975
41716.8,113206,48690
35128.3,173191,99633
20159.5,162166,77431
38111.0,186937,19269
20067.4,40428,99614
35934.3,166173,40442
36639.3,83015,94555
20685.1,1361,80810
29207.3,199582,70717
20576.2,22884,49123
28860.7,146010,145421
30913.5,27077,6884
20258.4,145285,24396
33042.5,205635,85047
39765.7,3235,76506
28428.0,204254,22203
36266.1,146679,63633
32413.4,44455,179651
27594.4,36396,70495
25588.5,129269,38255
19594.3,113947,72341
28611.8,126938,205171
19938.4,65981,64642
36166.7,129971,155662
33540.1,120025,28042
21414.3,1774,103728
26371.9,162579,99585
38262.7,86387,115401
26435.4,213772,215884
39659.6,155816,35684
25571.0,158128,182266
23061.5,82361,46566
42307.3,83660,76401
36518.8,165911,128714
42387.6,204989,63550
26212.3,73479,214039
37803.8,95686,29855
41488.1,52376,155248
43131.1,47166,178706
37344.0,7055,190634
29632.9,185694,54958
29049.1,76370,217915
35459.4,214686,222242
38050.6,107254,176417
30582.4,166025,79385
24098.9,172664,40407
36024.0,206851,98825
19863.9,156744,125628
32672.5,140081,132805
41272.1,181327,109655
31699.9,207282,94248
35681.2,212938,140746
32964.3,22277,28670
37377.6,172386,174245
26946.2,169607,160609
19116.3,169091,177595
34297.9,197311,86926
42336.1,112841,27772
18265.8,67826,58196
30869.0,135999,146274
32629.1,150794,57942
29233.6,102533,121389
37463.0,154295,180993
30611.7,90431,6438
30165.8,77445,109045
41197.8,22506,30426
38949.2,191404,37139
26777.9,89932,119362
37763.6,136607,126596
26777.2,25591,114862
36194.2,118606,83600
19692.8,11713,212385
35911.6,5920,222607
26645.6,28668,177508
38161.3,194114,63940
31003.0,144679,41978
26340.9,111770,121124
23842.8,106180,165087
22648.2,167897,172309
28889.8,7652,193301
33475.5,51727,117853
32923.5,101930,1166
35759.3,53945,72966
36958.6,212003,208668
19576.6,26673,209584
39973.9,49010,95890
26214.8,119944,29872
24611.3,128315,138337
42341.1,82157,156492
27793.7,102903,153879
20878.6,92270,221647
29538.1,45227,213316
34974.4,209875,77973
41150.8,154709,22217
34937.2,82099,30896
24012.0,30657,47984
27407.3,37056,133909
27789.3,156349,36141
32485.1,110897,48694
30264.1,140870,181779
41162.9,45412,145467
22205.0,75716,36777
22714.9,220721,118227
33609.1,94119,2512
30212.1,51151,213703
27675.4,147215,132497
34457.4,107252,179489
30391.5,186159,220172
29185.1,43844,21671
32248.0,208635,199506
23557.3,8570,72051
23666.1,75673,44094
37674.7,148281,194646
37468.2,129843,144107
30872.3,150133,29938
24750.8,142372,215818
42970.5,142093,215642
37071.0,199230,188476
29122.4,57289,111451
20580.9,217598,171356
36933.9,78042,8449
29333.3,91377,214100
20192.0,30772,203327
38459.6,55018,212520
36587.8,180652,91915
39698.4,159976,165877
28789.8,161520,36499
37778.2,213261,54248
38297.1,149441,91964
31413.5,156462,141234
22243.1,184563,76712
25291.2,70082,134850
42834.3,178074,213694
20399.7,196632,205964
28372.2,15541,72698
39849.6,33262,183874
39825.2,65451,38336
35927.2,217181,64894
37189.1,177270,102944
30334.4,151368,165780
24771.7,108586,98349
29390.2,166101,208299
40179.2,24404,105604
30993.5,72935,182112
41595.7,96749,119195
41946.4,85796,152556
18062.3,202934,222079
36464.6,191609,120179
33998.0,182790,93905
39422.7,208582,140096
28022.4,112628,216228
23338.7,70395,84637
38874.3,88540,143474
32563.9,148410,127228
37865.3,178926,199820
19219.9,26102,164149
37754.0,120476,4268
21130.8,41414,115680
29504.3,112145,53036
43091.5,34580,170392
25607.0,71832,24468
34495.6,65638,21606
27370.5,170108,43391
19305.0,163998,80087
36294.9,197979,61379
28816.6,23907,184470
20398.6,55947,124992
19964.1,155629,59294
31090.0,116671,2434
18203.2,90065,214200
21039.0,110707,181936
21330.8,18567,60017
27653.4,191565,211276
20581.2,82143,96354
40200.9,35947,100328
37491.2,197435,34903
34167.7,177507,37448
19724.0,147663,2221
33380.0,43022,115369
26849.9,55851,164647
36856.4,107927,161500
35301.5,56949,22724
40594.1,36703,197249
21103.6,191367,100671
26858.7,112561,82445
37935.1,64955,72605
34244.4,65055,145069
33145.2,189052,159276
25180.0,181004,7031
39366.9,172597,79075
23177.2,159102,133568
22753.9,102695,77474
34283.5,205468,208084
42057.7,129731,101157
20841.1,130962,167269
32967.0,138487,3163
42869.4,82961,34598
27748.3,219931,148997
28605.8,143224,179029
22353.8,123473,201947
19839.4,153973,17703
18347.6,56555,10440
41249.0,206907,104326
30766.6,164776,186811
30626.4,108903,111037
35685.6,21607,167913
31521.4,161493,40024
24992.2,81240,20715
30884.9,53267,211828
21915.5,85655,102427
32778.2,200074,218766
34376.0,168599,17331
25816.3,114684,191354
42026.4,62557,15179
24160.9,113897,30405
29425.0,159601,14425
25794.1,194430,172504
36664.6,31311,3320
35839.1,183893,2975
22128.6,90886,137102
31034.0,215615,188944
24533.0,97483,33274
36894.4,70454,192134
40337.7,202225,7695
26442.3,112544,71298
31201.1,68930,186731
42571.3,164503,20203
30502.9,133898,94404
19397.1,148605,43746
27265.7,66877,202723
20593.2,150447,176716
36214.0,59874,194191
30822.4,11544,3221
24162.7,123670,95414
27651.1,39343,46913
41465.2,9270,144930
38238.5,187176,194161
34523.7,58855,84358
24256.2,188819,83869
24835.7,20417,149824
27394.8,131607,176508
40728.9,47014,58506
38269.3,12039,105100
19736.9,121921,74005
37492.9,81447,85799
20176.9,119733,2089
27296.8,76439,147798
37769.6,193875,163241
24113.1,96540,155108
42490.8,202535,203393
22924.6,143277,199355
38058.5,39470,1671
41496.4,6267,61078
31646.9,166708,220089
35475.2,2515,87822
18036.8,172308,98638
